1
10000 100000
9418 4670 3095
4571 8395 4607
7565 3594 9094
7153 4143 3177
4153 3443 6467
4370 7511 4221
6156 1008 2303
8208 6898 7204
3344 7395 6345
4178 119 5496
1240 9536 166
5916 4107 8560
2106 3254 3737
1200 1990 7879
5959 6142 2904
2426 512 1997
8228 8249 4586
2113 6458 1484
9316 1384 8879
7243 5561 8997
2739 8382 8533
4487 5881 4223
4629 9568 9058
9947 768 1048
9408 8308 7189
2312 2316 9282
4308 544 9114
8893 2656 7154
1960 3554 8537
839 2380 5680
1418 5118 5645
9950 1187 3108
5755 7398 2676
4814 7345 5025
5861 8336 3334
3051 648 7231
3915 6538 7775
4611 5431 2013
1765 8972 7149
1884 9810 9528
9146 1228 6228
4791 2761 8997
9480 8515 6395
2156 3329 5322
8762 773 3658
3678 5405 4306
910 9319 2426
267 3931 7856
3861 7277 6829
1010 9161 8221
2120 8307 1032
8348 4680 3792
7345 5742 3889
5322 9479 8800
644 8241 9572
4302 3502 4977
190 5993 5878
2615 6259 9808
2053 1702 7086
464 4294 7829
268 6413 7718
1299 4761 3980
6672 3688 9721
561 9009 9200
943 1236 9023
515 7119 4107
5491 8890 100
1370 1505 7940
2760 5139 9642
1428 7185 3936
9256 7452 349
8556 8750 6692
2536 7004 380
2257 7564 972
3039 8507 3789
3645 604 908
7751 7677 9797
7851 9046 2884
5791 3388 8022
7015 4816 6789
951 5654 4241
2882 4211 4573
9573 6746 1577
1535 586 724
4088 5206 813
7876 433 1416
366 8184 9092
163 7617 9720
3046 4990 3109
2651 2006 9506
9439 4538 6742
5263 7419 953
9835 8574 9281
2995 1692 1449
3718 5779 6654
4530 5238 8669
7527 5603 6853
6620 7348 6052
7922 1976 1042
2613 6208 4629
3701 7230 9167
444 2493 8168
1396 3910 8325
2259 6904 17
3707 2204 7377
1944 6733 4197
613 5843 9800
9047 4045 8730
5099 1967 706
6140 6162 6914
2352 9862 4144
1519 306 8218
1269 3284 2128
9593 5542 615
1192 832 2818
152 4357 1134
4348 4969 6976
5730 4016 2603
4460 697 6151
6748 6836 2313
5244 9187 2176
9387 2288 4063
9187 5139 8928
2897 6314 6053
3511 9088 8466
7911 9239 2823
9044 5169 7791
7602 2482 3389
205 6941 4085
6355 5271 2503
251 515 3273
4008 1484 7142
9652 671 2281
8581 5150 178
6216 8660 9265
4682 6571 8504
7504 7197 5255
6877 6381 7736
266 8167 6260
5932 6105 1531
8434 6355 2046
3289 1945 5111
432 1597 5782
2712 1760 932
2889 7975 1174
3736 2657 9327
2240 1743 8106
9077 8619 4488
6813 8884 4237
3073 6398 342
4604 4833 8278
8231 9703 223
3342 135 3402
706 4429 5161
3219 7317 3137
5975 2636 7375
6884 4875 9118
4990 5534 7737
1060 2348 8204
5297 7002 4602
7220 3188 1017
7081 1419 721
7303 6343 2437
2287 8630 6865
7448 3432 5765
585 989 8400
9541 7872 4857
8659 2862 392
7979 5504 2739
6183 801 9740
2367 9602 2929
4966 6683 5929
7268 5569 3854
9704 7855 4067
6570 6885 7498
2335 9051 8486
2317 8593 7940
7173 7252 802
7564 6813 6305
1885 2996 8687
1626 6945 9872
6136 3493 8137
3647 761 5288
7501 465 4726
1568 8616 1611
648 2533 663
716 4849 9255
8655 2023 8089
1039 1169 4903
8926 3054 9480
9195 6261 8007
9067 3979 1500
7205 7625 2260
4075 5126 4307
8800 8275 4505
412 505 7038
2656 1220 3469
1911 1457 7073
1582 2496 8242
8066 1422 1296
9129 617 9138
7136 1267 3117
8636 54 742
2478 4128 7450
8366 2929 7307
2872 3340 7812
1492 7577 614
4960 1070 2071
2034 2651 6148
1858 2300 7569
4735 1429 9767
3873 8564 2616
6989 8782 2669
9312 1261 6797
8344 1209 9725
5652 4080 4647
3464 5571 2224
5659 2114 4875
7729 5729 7525
5459 7586 1407
4610 2321 2835
4378 7775 2982
6993 6346 1764
1245 5658 4606
8041 4003 5815
9348 1237 1477
5577 6282 8630
9382 1941 744
4257 1253 8054
3364 6711 7222
4771 1322 9542
7605 7281 8899
587 5856 5245
3933 7100 2485
121 6723 8069
5935 6071 9305
8994 1648 5587
7624 1030 9110
9949 6868 363
8003 233 8655
5225 5003 1559
6349 2608 422
6830 4777 6278
2075 292 4960
6141 412 1684
4211 6347 7754
3516 6923 985
686 4547 3596
1378 6078 465
3322 5663 697
1977 2470 7281
5118 401 9888
5539 7230 6247
1817 887 6538
6777 7027 6950
8460 1238 4879
7796 6336 1802
8780 7021 7930
2377 9980 5590
4423 3302 1253
5119 5278 3722
2400 1978 4122
3870 7517 2934
1700 916 3820
9819 9274 847
8351 9316 2085
3230 7113 8420
6613 7475 7023
6125 1434 7003
1715 5856 1887
2967 2557 7164
8270 6538 725
3974 1991 8241
6907 3690 739
727 5091 14
1574 3443 9329
5240 8254 6442
3660 6450 3918
2265 2575 5351
850 5872 2790
2736 8838 5346
1482 8691 1885
2206 2665 3875
2029 9572 9146
2768 1881 4237
2781 3454 7679
3692 8693 5934
135 3935 2384
5634 7781 6540
2567 213 2412
5356 2948 2833
703 6012 1524
4169 9799 5770
9625 3411 5342
8771 6178 8805
3008 541 2259
2270 4232 2535
9785 5948 8051
3751 3164 5833
291 5731 6045
4285 2669 576
7117 4953 8169
223 9121 9550
5992 8746 2961
2917 7517 721
1722 2108 1261
5562 5959 7075
9678 5744 4605
7730 9494 7769
3563 1367 5082
1190 5651 7750
3347 4350 2704
3098 6154 1825
2649 2147 2154
5609 6645 1253
7912 9948 4942
755 7092 901
7829 6771 6644
4017 4501 7720
3368 9645 9087
8449 2417 6320
7781 7346 2253
485 444 8406
3892 3092 2135
6045 284 8779
8879 9777 310
3822 532 7402
4722 9943 5755
2949 3960 256
669 7327 9900
1338 7358 3899
9240 5139 1245
1493 5624 1689
9898 1098 6362
2034 8724 8227
2395 7603 8004
4287 3007 8536
3271 7729 8479
9025 2260 4021
9280 2928 2930
763 5848 288
4661 5088 5426
7488 8162 2632
9176 8060 3729
7120 1676 4035
5348 5653 1639
4934 9939 6227
5052 3210 3956
3531 3817 6215
9133 4679 726
2063 7023 8155
2350 1684 4825
9358 754 2987
1990 9929 2629
7301 8632 4305
1336 5562 1540
4556 496 1479
784 5548 6270
6321 661 1669
4119 9794 6347
6426 3439 3370
4581 5789 6635
9405 6729 7389
3974 8718 8900
6602 7601 7532
2489 520 3094
4028 5075 5172
7088 7440 2302
4940 5344 4544
6608 9462 4338
4537 7470 7777
7906 2051 5148
6124 3038 1877
3513 7011 2177
3995 5195 1361
3110 7684 1880
7785 1712 8536
2957 383 7559
6840 5322 2903
1385 3513 3947
5722 8049 1417
5081 7538 5049
1811 3662 8086
5269 8756 6679
9028 2751 1874
389 7442 9557
2268 5228 2852
2386 8184 3234
9944 5025 138
2847 6409 3650
6793 3713 1700
9791 377 820
4840 3769 4481
4508 9038 4819
1187 9648 9151
4643 37 6594
5782 2304 1822
8633 4689 1588
3449 6216 8194
3587 9062 6185
7236 7438 1481
518 8811 1857
1337 3652 7207
7399 8159 7827
2218 929 7475
1370 5571 7511
9545 2935 1397
1367 1569 7668
2954 5017 3884
2731 186 4528
8915 7422 3548
396 9521 2360
3834 859 6011
1042 9839 5752
8868 2058 8262
7926 5009 5415
5437 4554 8350
8416 5920 1501
6084 456 6517
1550 3186 8285
6077 2102 5707
9625 4079 6810
1985 7913 7668
9577 8954 7508
6911 9404 1148
5174 7330 6156
2171 4350 710
521 2766 8211
2021 432 249
121 1981 5017
8405 8057 8700
5694 9264 2779
2504 1249 692
1755 2408 1228
845 9319 2215
1992 6075 9544
9729 8245 3894
2021 8766 8241
1814 2369 8672
2062 4071 653
7078 4058 293
5778 9751 9556
140 3838 2388
831 7174 4795
3641 8018 5696
5855 1592 1771
6981 2903 1599
876 4923 1947
699 6736 4315
9371 380 9968
24 9040 4026
1898 6400 5360
1455 6539 9197
3842 8952 7953
219 2593 5971
7497 30 9144
850 7010 2047
2448 7885 6969
4394 167 5287
8709 9537 5666
260 1143 6288
4285 3041 2689
9644 4495 9227
424 9918 8179
8376 1719 2354
5929 9215 2383
5073 66 9393
7119 4095 8860
5670 8489 9026
2539 8780 146
9787 9039 1289
6075 3324 4329
8763 4551 406
7991 4974 1906
7752 3351 3624
1689 862 4422
5653 5935 6069
5046 4636 164
5489 1889 8652
6097 4427 9014
6243 4214 8053
7531 290 2960
3442 9052 7510
3847 8625 2484
7334 7960 7416
958 9648 8278
6961 5301 5795
3030 1930 2013
3194 9000 3901
3428 5097 9910
2443 1340 5706
496 453 7577
3455 5476 8212
2547 905 6837
5031 8238 6379
4029 9196 6027
2307 6157 2911
9683 770 6422
1697 3963 5422
7179 8972 519
8671 1415 3441
4378 3493 5475
1955 8529 952
167 1077 1856
8586 7689 95
6547 1718 873
2575 5607 8611
7067 5290 9380
3489 8568 3343
493 7330 3898
1011 6001 5312
6033 1961 387
1509 5498 499
4042 5664 3157
5897 5832 846
7573 2380 4145
8445 6536 9751
7057 5185 6624
6437 256 6774
1363 748 4104
5260 3340 1688
2154 956 3648
4123 2464 9145
4621 8087 6392
7777 3984 3806
205 1558 6185
4349 1585 4303
4101 224 9487
2307 6661 1325
9080 9605 2072
4767 6447 6994
6454 183 7949
102 4305 1995
830 508 82
7221 9866 5647
1027 71 8786
8794 4420 372
3097 103 595
4167 2409 8837
7073 3071 25
9145 7837 8053
7721 4291 8236
7252 5975 4123
829 8386 4631
910 5607 4497
8138 8215 6150
6925 7009 570
7296 1689 672
9472 7437 4662
9892 4510 7732
9916 5237 5570
7970 4540 1443
7788 1792 8999
1911 2620 7385
8123 5111 4574
2621 3250 2790
8770 175 1381
922 9052 4651
3175 107 3670
7836 9998 8180
5568 1498 4999
2720 1050 9539
5745 8837 2913
6326 748 5533
3712 8871 644
9867 3074 5475
4239 3426 5649
7202 4347 6283
1853 9103 6390
5523 6939 6388
5285 4089 9467
1866 8391 517
1405 4136 9353
4318 462 1684
1433 5755 2137
3658 5623 6792
9133 1444 218
6364 8645 6146
2648 499 5249
9037 7603 3770
7007 4470 7858
6475 6335 6249
6991 9322 1967
7927 5222 4011
1193 6654 9765
3329 312 6970
121 1027 8414
1920 7391 8641
9647 39 722
4896 9075 8324
8665 7664 4376
8105 4139 2294
5937 2713 1616
7903 2222 6837
1914 3414 5073
3262 8324 5384
1814 27 6411
1810 3528 3802
452 3175 5422
1173 8070 6079
1080 8317 3743
7037 8004 9464
9330 3941 3759
946 1845 5980
9364 5340 976
4437 184 882
1404 1998 2490
7814 3807 6017
3198 5840 9191
202 8595 7261
6280 9674 7160
23 8293 5164
1069 7624 688
4827 8569 4114
2389 9516 9453
3364 3953 9637
5827 5356 3217
8316 4752 8605
4333 9531 4446
3524 9732 3041
2367 6012 4297
9526 7617 2590
6273 8685 1796
6960 3513 1948
1074 5901 1464
2109 848 5416
3328 6674 2355
6544 6573 8688
5150 906 8220
1178 4430 9534
5800 8378 7129
1679 9487 4746
5850 5760 5013
7646 4302 8525
9593 6957 6009
1057 9065 6856
8054 3976 5112
1991 520 1685
680 7251 4173
482 8428 8602
16 5810 6980
7144 7488 6467
3472 4921 3809
8485 2567 9692
7010 3742 6649
4601 6380 7297
3039 4434 1273
9733 8007 3374
1418 8686 2208
5590 9167 2218
5774 765 8028
4337 7909 7098
2386 1381 2019
7777 9865 6167
7469 8458 9908
5701 4641 6288
4580 7680 2305
7434 7413 312
808 413 580
3015 7585 1329
5233 3359 2093
4843 9277 1584
1941 1664 2965
3960 1023 4412
1709 8491 4452
1618 5774 9093
9487 354 8355
1792 7787 7350
3685 178 7762
5846 3192 5347
7174 7 289
850 4849 9565
2433 8372 2811
6979 3914 5415
2974 5622 3907
7425 7239 1263
8100 6727 1617
6455 101 9403
3805 5368 9580
3150 1214 4355
79 8388 5943
367 820 793
1515 3252 9164
5907 232 4660
1323 3205 282
6811 2212 9103
8073 1895 7412
9689 8349 7512
676 3737 4462
1838 8468 5676
7774 8546 5646
3718 8913 6465
6092 2010 9716
5256 7916 1530
1498 821 6316
1779 7631 111
882 5705 2005
8293 6976 1936
7388 9233 5672
1850 2654 4140
7525 428 4269
4753 4145 3182
1218 237 6773
2517 7074 6271
5628 8571 7092
1945 1933 6305
2055 2814 3592
5641 2690 2151
7576 1660 1384
4831 3509 4037
553 2617 6047
4821 7369 192
9584 170 2011
6357 4268 667
4211 9895 9238
1303 3422 2753
9189 7058 7148
2782 2699 9837
4932 276 3079
7897 5106 6588
1935 7240 787
7981 2062 9737
9754 3228 1489
3347 1168 5756
4014 5378 5652
4834 8262 9073
7586 7451 6132
4734 233 8830
6154 6746 688
9232 4644 7375
7402 8160 4616
9770 7723 8259
9508 9059 1487
2579 2407 2654
8335 6420 9613
5569 1254 7875
4642 422 5327
2356 5155 7141
2769 2891 5470
5038 3706 114
2414 1108 9855
8611 2461 9160
8452 1969 8219
1521 6129 626
5757 4464 8627
5370 33 9880
3246 6257 302
155 195 7039
8877 4545 1512
4347 9583 5217
6042 3579 7907
7479 2190 368
6639 2224 3918
4859 3744 47
7066 9500 4511
5694 4871 6125
7156 9698 3964
9040 1435 4159
7661 312 286
9172 4659 9868
4390 701 3447
2297 9762 7218
4246 6401 9441
8163 2842 4768
8209 9908 5850
2720 7184 721
428 4340 2001
5973 3380 3435
1714 2623 3747
2000 1796 9987
1868 7767 2270
6897 1646 2032
4115 5891 8433
5139 4054 1275
1489 2263 2765
7338 6565 9948
9641 8574 4289
1642 4547 9250
5077 6261 1874
406 8260 5251
393 1710 3018
2662 8606 6245
6276 4304 2136
4709 1025 7771
7565 2513 1616
331 1433 9762
279 1074 8336
6149 2716 4466
5400 9374 2309
8855 1362 569
4106 3336 3860
8705 7579 2467
6532 3855 8352
250 146 9376
9602 7711 3471
1218 8041 4903
981 9901 5977
899 6051 275
6946 3033 1231
9254 1888 2592
9822 7575 7509
5265 7862 5088
7731 4394 8943
7665 6225 9088
8623 5827 8381
2094 7044 8004
8578 9606 7906
6137 2088 5539
6411 9033 8571
9223 8288 2041
3397 9692 9615
906 4957 9059
5994 4270 5035
6519 1935 1260
7189 558 7086
7153 4233 5712
5157 2812 6901
4645 8948 8988
184 6942 9603
8754 6165 7891
2377 1145 7584
3574 2050 2541
2633 9625 6811
7667 7726 328
509 4916 886
9176 2069 5118
6471 8807 7929
3372 3453 8460
3942 3636 5402
3545 3973 3149
1437 6349 4293
603 9923 6343
4725 4138 7550
3118 3388 5277
3446 5478 1775
4331 4655 5425
1031 2708 4232
543 6079 9266
9002 1603 2903
5986 6729 8457
9134 9747 6388
3428 350 7893
1353 5075 2032
485 9774 7001
5761 3220 2479
9117 9132 7133
4542 1746 1423
357 2288 7501
9622 2872 686
4107 8857 7415
4146 7991 7162
535 3001 7512
10 5935 4169
3623 6420 5525
624 3763 8745
3103 2881 9459
1818 9004 1205
3241 9360 3492
2324 566 6363
4592 4672 5220
2007 401 4794
9168 935 7794
8262 2526 3730
4013 6149 1732
9538 8354 5494
9865 3039 8374
9324 4857 8961
530 9679 8321
5603 3585 469
1967 8176 6723
8768 1765 7123
3562 2516 9639
2939 2360 2165
8250 7955 8313
9981 9075 6668
5475 8940 9706
5432 9846 6145
4393 1958 7406
4296 7561 2574
6347 1110 2332
3070 1460 5679
193 6604 8194
9831 9542 554
1996 9374 91
1892 938 9165
142 6412 9687
1430 3426 9534
9157 9400 1492
6563 5279 635
719 1626 3326
3051 6277 4786
8729 6469 2972
8505 7882 4096
641 1460 3470
732 4933 4407
9896 5074 2401
9584 8086 5827
9118 7243 6809
2192 5388 3670
4409 6107 5295
9316 740 1572
4102 1051 9622
7073 9555 9086
1169 1778 547
6220 2509 5479
627 2406 2136
4610 3572 222
2019 4272 7464
8827 8045 2852
2498 2454 541
9374 1771 1280
2529 7454 3912
3733 6110 5049
2820 8860 6827
3366 6663 9335
427 8871 3323
2562 3481 6894
4365 5499 2748
1829 5909 794
6263 8406 4829
6803 9362 8181
9665 1891 7218
5159 5624 3328
209 8443 3770
7035 3391 433
7952 5399 887
2858 9543 4367
1334 3908 9866
4082 7319 7357
4875 3582 5763
1286 1967 6707
9467 3214 8598
6685 8373 5804
1595 8581 5829
6946 7198 802
8961 6732 6200
9847 9589 5743
4214 2506 9651
5662 6587 8552
3019 3044 3716
364 4329 5682
7071 5378 479
7251 2063 8851
4637 5239 9014
2048 2186 7794
2849 1147 6108
631 994 5698
6374 6789 9785
7607 4034 6372
6159 7052 998
9874 8998 6908
7138 6069 2287
9198 4902 5931
9631 1121 1171
228 3168 3356
8021 6016 4502
4130 6646 7077
1410 4602 5448
1195 2209 9481
9148 9949 8116
1728 1406 7114
8635 127 4765
922 9324 9666
6853 8956 2369
9605 9183 5536
2961 8787 3134
9044 4499 1362
6121 7490 5964
3151 8684 9754
2633 9414 1287
749 1142 2692
7862 1359 4400
2627 3863 3725
3875 2298 4263
6243 1903 5028
3361 4863 5397
6494 5489 9895
7855 1610 7385
5401 6342 7651
6738 8974 8647
8024 1305 1371
2298 9166 2730
6698 3375 6592
2005 8831 472
6267 6656 2374
2877 17 8818
8274 8092 4307
9751 7530 7498
7137 4513 3840
6370 1251 2815
5018 857 5701
6388 3155 6450
9117 1435 9824
7291 3439 239
7762 1288 6894
1718 4164 8493
536 4020 6585
4842 3772 5697
2340 909 211
7762 7278 1461
2159 3878 3900
7859 267 8636
4309 966 71
5716 9839 5091
5954 7601 6378
4430 902 2124
2923 1437 6144
1091 7861 9915
8369 1783 2406
8579 9544 1266
1623 1703 5144
5522 9562 6992
4158 5453 7957
5810 1169 7796
901 7122 6980
8860 3135 7881
984 7639 9317
8709 312 8760
8624 8681 544
2612 7260 88
3878 8882 3373
9021 5986 2935
7595 1726 9969
5552 7535 1139
4931 18 9842
1911 8877 2977
1374 1444 2199
2273 153 2510
1034 360 1191
1577 2971 34
3246 8430 498
6618 9033 6484
1135 6628 8209
1105 2181 7327
3825 8693 8926
3667 604 7804
8226 3559 830
425 5831 2564
4516 6864 2923
5707 23 7476
7322 3269 5906
7819 1469 4940
4303 2604 3150
4095 5290 5330
3004 9114 5605
1930 2781 7790
1316 2589 1349
2145 3013 7180
6291 7529 5626
9213 4818 5649
8271 2140 500
5760 1541 1968
2282 5844 6153
5431 1521 1443
2344 4524 557
7948 8035 4920
5739 9351 7508
7087 3078 2104
5849 9368 1215
1476 165 6032
7124 8435 9753
7623 4195 1294
1173 8058 8719
7326 3490 1822
8768 5833 7927
908 3781 5963
5827 1102 5314
4917 9771 8391
7020 5620 7760
8234 7095 7924
5848 5801 7941
7183 5006 3719
60 6179 1777
8778 3505 5266
2183 3855 1099
110 4762 6462
6072 2171 7563
1386 7088 8916
1360 5690 4537
9119 3925 3214
8625 1355 9015
6566 8538 4021
1867 8597 1782
3644 8957 6868
8909 1140 724
1591 2832 7067
9634 8903 821
8779 1872 9490
7696 3231 5180
2233 3932 687
5446 2557 2042
6043 705 2162
1647 2572 759
3428 6215 1298
297 6706 4020
2602 9878 6851
1251 9512 5754
3653 9874 7625
3143 7570 2438
8323 1385 6369
592 6830 508
2633 4456 1213
4794 6102 5366
7134 9529 3163
15 1408 9868
4034 5591 1330
885 6842 842
8220 495 716
7428 5220 9867
9865 5125 1252
7817 5716 9664
9906 8349 4120
1119 4725 222
8066 3442 1333
1229 3456 4323
2680 7489 9913
4009 9955 8337
6432 8175 415
8730 5603 5634
8597 7051 759
9849 6450 6474
1096 6356 6405
5215 9057 2713
7018 7123 6154
8350 9934 1192
2673 2614 8680
4169 8204 218
2506 6218 8392
2920 4948 5578
136 5128 4211
894 6559 661
8950 7654 8598
5355 4451 7655
8067 1469 6361
5803 1401 6295
6994 4074 491
7256 9824 277
7473 2330 6494
7448 6832 1443
4608 6967 8152
8818 9443 4711
1061 8393 2365
9658 3748 6815
8896 3398 9865
5257 9200 1266
3134 6195 6921
3624 5033 6745
3900 2507 658
394 9954 7489
3418 6144 6038
1570 4962 5481
7862 7604 3874
227 8844 9204
8623 7740 2602
8488 4579 3384
1337 7712 1161
8257 1336 6194
6585 6817 8700
7242 8793 237
6313 3793 7962
2351 5363 4506
9414 4807 2110
3288 6616 2536
4074 5239 1859
6675 5310 6437
60 6646 4150
1220 6485 7067
8995 3070 5467
9277 312 4260
1096 8206 9634
9057 558 6579
3563 1554 1387
5672 6423 8002
9790 498 3241
1649 7172 133
8085 8813 8360
3817 1616 4846
2467 611 9497
9515 9888 1392
3775 984 9597
4991 1624 1737
1571 5186 3290
2957 2441 9713
959 2231 211
5781 3879 8964
7496 3546 9360
5856 7363 976
2284 1412 3168
3364 927 4638
4755 6283 7204
4352 1274 8827
7671 2844 4013
961 7382 6453
2256 9922 8683
4048 5704 4144
3013 4782 7690
2373 2220 6635
4930 4504 9628
9679 7867 555
4318 4204 8419
1522 138 9692
1931 7808 4119
5943 352 3083
3979 2607 3006
4244 6655 292
8388 1250 5073
7660 5204 7292
5877 134 3378
5505 1395 1245
7641 5712 7030
6060 8815 7168
7334 2328 4976
3035 8271 5327
6118 3832 7934
9123 8075 6171
9414 8045 7420
4487 7287 2624
3361 3164 4339
6739 251 5733
7983 7891 3028
6596 5533 3425
3764 2868 5753
322 7484 5606
5649 3602 1020
5165 2725 677
2918 3721 8722
338 9789 7591
4543 3151 2338
464 9889 2588
7778 9454 2062
2388 6050 9176
5813 1396 3626
3148 1718 1111
336 8948 6294
1355 5695 9019
3613 8612 4322
3917 532 4112
1509 5074 7262
3846 7119 8733
8015 4897 8187
1659 7285 5820
2418 4680 7215
6043 9409 8932
8735 1327 7880
5030 4263 3575
5631 7875 3769
9952 1793 4300
5646 3301 956
4490 8728 8074
3223 8325 4554
2993 9984 3421
8812 3984 9682
7609 27 9091
6542 8762 418
6004 3792 4680
1162 1005 4137
6512 957 5929
813 6603 9229
3350 1093 9539
1425 5898 7865
7560 8890 9431
981 9284 3415
663 6893 5023
1336 5017 5367
3335 1022 741
9596 3765 1745
3733 277 2702
9662 2671 887
474 6021 3561
1596 9027 9458
9460 6587 9930
474 9149 9214
5470 1394 6108
493 2729 1125
7442 7645 3728
8182 7241 9074
9927 2556 934
4211 2218 3604
6679 4274 1207
240 5869 234
1281 6911 8402
1211 7384 7551
2008 2854 8944
8115 4928 3255
822 2370 900
6132 2135 9722
5206 2062 2279
7721 7854 4496
2908 4533 352
4114 4772 6220
5930 7634 3131
4332 8845 2097
3466 853 4950
2410 550 1461
7247 2953 5412
8146 9084 7546
7869 5873 1190
148 3594 9043
6225 8083 5158
6577 3780 1513
2797 9709 9146
7510 5623 9573
9606 671 426
6139 3081 2557
7599 328 5510
4593 56 4594
2140 7924 2049
4911 9653 7225
5537 5879 5308
695 4038 9087
2207 8416 379
2936 5926 7584
2509 5533 8254
4517 3254 2917
7073 2435 4826
2583 7027 4882
8759 749 4388
2390 5660 5624
9614 1197 3085
4923 3473 7122
5592 7262 5538
7553 198 3047
5137 2706 162
3391 7222 3415
7890 5878 5849
2716 43 4458
9179 8801 5207
3568 1192 2449
774 2388 5227
3858 8892 8699
980 4485 5961
8099 2038 7740
2728 8756 2029
2889 3729 9250
7885 1619 6710
3734 4335 6753
9774 3514 7136
4981 8663 9909
9011 9436 2298
4238 4876 1190
2937 5855 7256
481 5537 876
9802 8264 9631
1831 2736 4943
2664 621 6561
9373 5937 2478
6126 5711 7574
4845 2274 7819
4754 1285 7256
7051 5522 2132
9823 41 9569
7079 2103 6688
9537 1906 6534
9168 3736 9269
4111 6399 9890
2255 5773 7409
4732 3481 3120
3888 8325 5393
1708 3080 8259
546 1713 3781
2677 3118 5403
3828 198 7506
2098 9734 994
8632 485 4729
7901 6178 2711
9373 8432 66
6782 4746 3546
9901 8634 3454
6876 1924 8115
6717 2469 1410
2080 6727 4528
7483 556 6307
6571 2653 6041
7564 2867 8107
3875 769 4285
6585 142 4299
6650 6924 628
1779 8407 844
6814 6866 2767
4929 3583 6817
7920 5663 3544
2448 3146 5681
8754 1299 9916
6377 8862 2783
6067 4319 3551
1934 905 5275
7815 9136 2199
25 2497 2188
868 9310 9053
5216 5821 2637
2033 5324 8299
7158 7771 3027
2840 8108 4325
4338 6067 3187
7120 2134 9087
2254 5650 9991
9110 3465 711
2891 3489 3207
5078 5938 4100
4132 1154 1503
8350 4768 6826
6649 3508 6180
9675 7929 4288
5582 2267 1937
351 970 4071
9437 3223 9720
1012 2333 4767
1722 6805 8255
6510 1883 4193
2192 7596 6928
3695 5946 3278
521 4177 6785
6700 3852 4715
2570 9433 6981
4507 9783 7950
160 804 2755
1462 1815 6669
6228 3536 3474
6065 1628 6939
258 3820 4535
8767 7514 2064
2045 9616 6240
8829 7899 1675
5126 469 2690
3690 6557 4056
3222 8298 4859
5977 9759 6673
4228 7569 1791
9284 3634 3418
6223 5473 7237
2340 4240 6333
4403 6284 5950
644 6696 3849
2318 3404 5899
5007 7093 4039
9062 316 2337
5503 7874 3679
2176 3684 1248
3966 2968 4882
7384 773 355
4621 3113 6177
955 9097 4043
8486 1323 2321
3917 3640 5725
1398 230 4400
5436 874 6297
9355 6377 4171
3034 8552 7855
5863 4101 2405
745 1485 4760
2682 7687 7872
441 224 8551
4483 8709 9874
6804 2626 5096
4111 4024 6907
8510 1042 7781
4808 397 5740
561 5012 5874
9997 876 9974
2403 3202 3041
8744 5883 729
6616 7905 2534
